snp_ID	snp_name	dbSNP_ID	chromosome	gbrowse_L_flank_start_bp	gbrowse_R_flank_end_bp	snp_start_bp	snp_end_bp	coordinate_system	experiment_ID	comments	entered_by
917	ss181361994	ss181361994	Gm16	31793636	31793757	31793697	31793698	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
918	ss181361909	ss181361909	Gm16	31938665	31938786	31938726	31938727	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
919	ss181799944	ss181799944	Gm16	31971685	31971806	31971746	31971747	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
920	ss181361914	ss181361914	Gm16	32087700	32087821	32087761	32087762	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
921	ss181361917	ss181361917	Gm16	32127183	32127304	32127265	32127245	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
922	ss181361827	ss181361827	Gm16	32200380	32200501	32200441	32200442	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
923	ss181361829	ss181361829	Gm16	32210996	32211117	32211057	32211058	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
924	ss181361831	ss181361831	Gm16	32299787	32299908	32299848	32299849	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
925	ss181361836	ss181361836	Gm16	32347747	32347868	32347808	32347809	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
926	ss181361618	ss181361618	Gm16	32907914	32908035	32907975	32907976	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
927	ss181799918	ss181799918	Gm16	32917008	32917129	32917069	32917070	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
928	ss181361614	ss181361614	Gm16	32885773	32885894	32885834	32885835	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
929	ss181361616	ss181361616	Gm16	32887576	32887697	32887637	32887638	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
930	ss181361617	ss181361617	Gm16	32904260	32904381	32904321	32904322	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
931	ss181358056	ss181358056	Gm16	33381867	33381988	33381928	33381929	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
932	ss181358085	ss181358085	Gm16	33873600	33873721	33873661	33873662	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
933	ss181358095	ss181358095	Gm16	34682190	34682311	34682251	34682252	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
934	ss181361390	ss181361390	Gm16	35233624	35233745	35233685	35233686	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
935	ss181361389	ss181361389	Gm16	35251505	35251626	35251566	35251567	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
936	ss181361371	ss181361371	Gm16	35618876	35618997	35618937	35618938	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
937	ss181358803	ss181358803	Gm16	35729017	35729138	35729078	35729079	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
938	ss181358806	ss181358806	Gm16	35761842	35761963	35761903	35761904	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
939	ss181358807	ss181358807	Gm16	35779913	35780034	35779974	35779975	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
940	ss181358868	ss181358868	Gm16	37061029	37061150	37061090	37061091	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
941	ss181358878	ss181358878	Gm16	37260989	37261110	37261050	37261051	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
942	ss181358880	ss181358880	Gm16	37365421	37365542	37365482	37365483	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
943	ss181360267	ss181360267	Gm09	381710	381831	381771	381772	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
944	ss181360269	ss181360269	Gm09	611862	611983	611923	611924	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
945	ss181360273	ss181360273	Gm09	767953	768074	768014	768015	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
946	ss181360278	ss181360278	Gm09	921698	921819	921759	921748	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
947	ss181799856	ss181799856	Gm09	1090144	1090265	1090205	1090206	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
948	ss181359248	ss181359248	Gm09	2104744	2104865	2104805	2104806	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
949	ss181354546	ss181354546	Gm09	3102668	3102789	3102729	3102730	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
950	ss181800012	ss181800012	Gm09	3345049	3345170	3345110	3345111	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
951	ss181351771	ss181351771	Gm09	18235764	18235885	18235825	18235826	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
952	ss181344940	ss181344940	Gm09	17543689	17543810	17543750	17543751	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
953	ss181344941	ss181344941	Gm09	17571859	17571980	17571920	17571921	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
954	ss181351772	ss181351772	Gm09	18245314	18245435	18245375	18245376	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
955	ss181345428	ss181345428	Gm09	23254943	23255064	23255004	23255005	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
956	ss181343809	ss181343809	Gm09	27562054	27562175	27562115	27562116	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
957	ss181343803	ss181343803	Gm09	28256245	28256366	28256306	28256307	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
958	ss181343614	ss181343614	Gm09	37913961	37914082	37914022	37914023	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
959	ss181348434	ss181348434	Gm09	40431724	40431845	40431785	40431786	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
960	ss181348436	ss181348436	Gm09	40514087	40514208	40514148	40514149	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
961	ss181358282	ss181358282	Gm09	40679987	40680108	40680048	40680049	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
962	ss181358280	ss181358280	Gm09	40722756	40722877	40722817	40722806	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
963	ss181358216	ss181358216	Gm09	42292922	42293043	42292983	42292984	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
964	ss181353507	ss181353507	Gm09	42921912	42922033	42921973	42921974	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
965	ss181353511	ss181353511	Gm09	42782194	42782315	42782255	42782256	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
966	ss181353425	ss181353425	Gm09	46729431	46729552	46729492	46729493	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
967	ss181361294	ss181361294	Gm19	437706	437827	437767	437768	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
968	ss181799901	ss181799901	Gm19	334690	334811	334751	334752	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
969	ss181361279	ss181361279	Gm19	603710	603831	603771	603772	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
970	ss181361131	ss181361131	Gm19	896655	896776	896768	896717	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
971	ss181361127	ss181361127	Gm19	1022379	1022500	1022440	1022441	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
972	ss181361118	ss181361118	Gm19	1256701	1256822	1256783	1256763	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
973	ss181361117	ss181361117	Gm19	1279527	1279648	1279588	1279589	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
974	ss181361115	ss181361115	Gm19	1291061	1291182	1291122	1291123	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
975	ss181799883	ss181799883	Gm19	1479655	1479776	1479716	1479717	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
976	ss181360590	ss181360590	Gm19	1486024	1486145	1486085	1486086	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
977	ss181360588	ss181360588	Gm19	1502646	1502767	1502707	1502708	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
978	ss181360582	ss181360582	Gm19	1949980	1950101	1950041	1950042	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
979	ss181360569	ss181360569	Gm19	2305964	2306085	2306025	2306026	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
980	ss181342328	ss181342328	Gm19	2504554	2504675	2504615	2504616	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
981	ss181342396	ss181342396	Gm19	4217212	4217333	4217273	4217274	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
982	ss181342406	ss181342406	Gm19	4349674	4349795	4349735	4349736	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
983	ss181342448	ss181342448	Gm19	5225048	5225169	5225109	5225110	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
984	ss181342470	ss181342470	Gm19	5778184	5778305	5778245	5778246	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
985	ss181342475	ss181342475	Gm19	6199400	6199521	6199461	6199462	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
986	ss181342552	ss181342552	Gm19	9814941	9815062	9815002	9815003	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
987	ss181342560	ss181342560	Gm19	10937930	10938051	10937991	10937992	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
988	ss181342627	ss181342627	Gm19	13801263	13801384	13801324	13801325	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
989	ss181342622	ss181342622	Gm19	15185104	15185225	15185165	15185166	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
990	ss181342617	ss181342617	Gm19	15540014	15540135	15540075	15540076	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
991	ss181349952	ss181349952	Gm19	26765345	26765466	26765406	26765407	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
992	ss181342571	ss181342571	Gm19	12167166	12167287	12167227	12167183	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
993	ss181342689	ss181342689	Gm19	23975331	23975452	23975392	23975393	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
994	ss181342684	ss181342684	Gm19	24704002	24704123	24704063	24704064	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
995	ss181349959	ss181349959	Gm19	25523334	25523455	25523395	25523396	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
996	ss181349955	ss181349955	Gm19	26120058	26120179	26120119	26120120	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
997	ss181349951	ss181349951	Gm19	26894441	26894562	26894523	26894503	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
998	ss181349945	ss181349945	Gm19	27517991	27518112	27518052	27518053	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
999	ss181349939	ss181349939	Gm19	27825035	27825156	27825096	27825097	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1000	ss181349937	ss181349937	Gm19	27843549	27843670	27843610	27843611	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1001	ss181349930	ss181349930	Gm19	28265576	28265697	28265637	28265638	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1002	ss181349903	ss181349903	Gm19	29980964	29981085	29981025	29981026	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1003	ss181349902	ss181349902	Gm19	30078472	30078593	30078533	30078534	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1004	ss181352306	ss181352306	Gm19	34320701	34320822	34320762	34320763	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1005	ss181352291	ss181352291	Gm19	34722208	34722329	34722269	34722270	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1006	ss181356484	ss181356484	Gm19	35217786	35217907	35217847	35217848	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1007	ss181356490	ss181356490	Gm19	35052880	35053001	35052941	35052942	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1008	ss181356488	ss181356488	Gm19	35076347	35076468	35076408	35076409	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1009	ss181356498	ss181356498	Gm19	34989330	34989451	34989391	34989392	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1010	ss181356403	ss181356403	Gm19	37284480	37284601	37284541	37284542	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1011	ss181353770	ss181353770	Gm19	37386767	37386888	37386828	37386829	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1012	ss181353627	ss181353627	Gm19	41518493	41518614	41518554	41518555	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1013	ss181353626	ss181353626	Gm19	41522763	41522884	41522858	41522825	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1014	ss181359546	ss181359546	Gm19	41672329	41672450	41672390	41672391	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1015	ss181359544	ss181359544	Gm19	41722151	41722272	41722212	41722165	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1016	ss181359509	ss181359509	Gm19	42853727	42853848	42853799	42853789	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1017	ss181359508	ss181359508	Gm19	42861231	42861352	42861292	42861293	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1018	ss181361441	ss181361441	Gm19	42978771	42978892	42978832	42978833	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1019	ss181359504	ss181359504	Gm19	42951716	42951837	42951777	42951778	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1020	ss181361444	ss181361444	Gm19	43013161	43013282	43013222	43013223	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1021	ss181361446	ss181361446	Gm19	43088949	43089070	43089010	43088992	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1022	ss181361460	ss181361460	Gm19	43466490	43466611	43466551	43466552	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1023	ss181361461	ss181361461	Gm19	43494490	43494611	43494551	43494552	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1024	ss181799910	ss181799910	Gm19	43501492	43501613	43501553	43501554	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1025	ss181349659	ss181349659	Gm19	43590667	43590788	43590728	43590729	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1026	ss181361088	ss181361088	Gm07	170703	170824	170831	170749	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1027	ss181361092	ss181361092	Gm07	133643	133764	133704	133705	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1028	ss181361084	ss181361084	Gm07	293515	293636	293576	293577	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1029	ss181361081	ss181361081	Gm07	353967	354088	354028	354029	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1030	ss181361079	ss181361079	Gm07	431087	431208	431148	431149	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1031	ss181361075	ss181361075	Gm07	697919	698040	697980	697981	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1032	ss181356297	ss181356297	Gm07	981252	981373	981313	981314	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1033	ss181799827	ss181799827	Gm08	15889761	15889882	967011	967012	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1034	ss181799828	ss181799828	Gm07	3359130	3359251	3359191	3359192	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1035	ss181356231	ss181356231	Gm07	3360688	3360809	3360749	3360750	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1036	ss181356230	ss181356230	Gm07	3366364	3366485	3366425	3366426	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1037	ss181360748	ss181360748	Gm07	3433852	3433973	3433913	3433896	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1038	ss181360746	ss181360746	Gm07	3543470	3543591	3543531	3543532	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1039	ss181360727	ss181360727	Gm07	3975961	3976082	3976022	3975999	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1040	ss181360719	ss181360719	Gm07	4166491	4166612	4166552	4166553	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1041	ss181360718	ss181360718	Gm07	4223248	4223369	4223309	4223310	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1042	ss181358801	ss181358801	Gm07	4392009	4392130	4392070	4392071	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1043	ss181358800	ss181358800	Gm07	4448772	4448893	4448833	4448834	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1044	ss181358799	ss181358799	Gm07	4487077	4487198	4487138	4487139	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1045	ss181358752	ss181358752	Gm07	5680272	5680393	5680333	5680334	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1046	ss181360778	ss181360778	Gm07	6237159	6237280	6237220	6237221	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1047	ss181360776	ss181360776	Gm07	6265018	6265139	6265079	6265080	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1048	ss181360777	ss181360777	Gm07	6252989	6253110	6253050	6253051	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1049	ss181799889	ss181799889	Gm07	6333507	6333628	6333568	6333508	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1050	ss181799888	ss181799888	Gm07	6836187	6836308	6836248	6836249	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1051	ss181360752	ss181360752	Gm07	6908339	6908460	6908400	6908401	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1052	ss181356399	ss181356399	Gm07	7096315	7096436	7096376	7096377	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1053	ss181356306	ss181356306	Gm07	9479115	9479236	9479176	9479177	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1054	ss181356303	ss181356303	Gm07	9533059	9533180	9533120	9533121	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1055	ss181356300	ss181356300	Gm07	9559244	9559365	9559389	9559306	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1056	ss181361424	ss181361424	Gm07	9993303	9993424	9993364	9993365	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1057	ss181361414	ss181361414	Gm07	10193138	10193259	10193199	10193200	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1058	ss181361944	ss181361944	Gm07	10308993	10309114	10309054	10309055	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1059	ss181353281	ss181353281	Gm07	14684233	14684354	14684294	14684295	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1060	ss181353271	ss181353271	Gm07	14047666	14047787	14047727	14047728	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1061	ss181353264	ss181353264	Gm07	13848365	13848486	13848426	13848427	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1062	ss181353197	ss181353197	Gm07	10539999	10540120	10540060	10540061	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1063	ss181353199	ss181353199	Gm07	10541431	10541552	10541492	10541493	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1064	ss181800000	ss181800000	Gm07	10457419	10457540	10457480	10457455	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1065	ss181348853	ss181348853	Gm07	14899375	14899496	14899436	14899437	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1066	ss181348714	ss181348714	Gm07	20155711	20155832	20155772	20155773	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1067	ss181358337	ss181358337	Gm07	26206265	26206386	26206326	26206327	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1068	ss181350056	ss181350056	Gm07	28679711	28679832	28679772	28679773	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1069	ss181358339	ss181358339	Gm07	26132137	26132258	26132198	26132199	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1070	ss181359025	ss181359025	Gm07	34577656	34577777	34577717	34577718	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1071	ss181359029	ss181359029	Gm07	34635243	34635364	34635304	34635305	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1072	ss181359049	ss181359049	Gm07	35576784	35576905	35576869	35576846	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1073	ss181359050	ss181359050	Gm07	35583560	35583681	35583621	35583622	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1074	ss181361787	ss181361787	Gm07	35726773	35726894	35726834	35726835	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1075	ss181799933	ss181799933	Gm07	35776758	35776879	35776819	35776820	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1076	ss181361801	ss181361801	Gm07	35997837	35997958	35997898	35997899	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1077	ss181799932	ss181799932	Gm07	36005573	36005694	36005678	36005635	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1078	ss181360450	ss181360450	Gm07	36247917	36248038	36247978	36247979	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1079	ss181360474	ss181360474	Gm07	36818105	36818226	36818166	36818167	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1080	ss181360477	ss181360477	Gm07	36942174	36942295	36942235	36942236	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1081	ss181799820	ss181799820	Gm07	39590611	39590732	39590672	39590673	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1082	ss181352919	ss181352919	Gm07	40207898	40208019	40207959	40207960	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1083	ss181352917	ss181352917	Gm07	40379918	40380039	40379979	40379980	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1084	ss181352913	ss181352913	Gm07	40528928	40529049	40528989	40528990	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1085	ss181352800	ss181352800	Gm07	44269551	44269672	44269612	44269613	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1086	ss181352798	ss181352798	Gm07	44295995	44296116	44296056	44296057	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1087	ss181352795	ss181352795	Gm07	44410982	44411103	44411043	44411044	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1088	ss181352107	ss181352107	Gm03	43273186	43273307	43273247	43273248	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1089	ss181799900	ss181799900	Gm19	543533	543654	17252	17237	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1090	ss181361223	ss181361223	Gm03	169717	169838	169778	169779	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1091	ss181352106	ss181352106	Gm03	43382047	43382168	43382108	43382109	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1092	ss181352105	ss181352105	Gm03	43386922	43387043	43386983	43386984	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1093	ss181352104	ss181352104	Gm03	43454088	43454209	43454149	43454150	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1094	ss181353621	ss181353621	Gm03	43838386	43838507	43838447	43838448	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1095	ss181361205	ss181361205	Gm03	700686	700807	700747	700748	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1096	ss181361972	ss181361972	Gm03	738981	739102	739042	739043	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1097	ss181361974	ss181361974	Gm03	742129	742250	742190	742191	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1098	ss181799959	ss181799959	Gm03	774768	774889	774829	774830	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1099	ss181361980	ss181361980	Gm03	854767	854888	854828	854829	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1100	ss181799957	ss181799957	Gm03	879615	879736	879676	879677	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1101	ss181361982	ss181361982	Gm03	887858	887979	887919	887920	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1102	ss181799958	ss181799958	Gm03	918898	919019	918959	918960	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1103	ss181361987	ss181361987	Gm03	1030300	1030421	1030381	1030362	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1104	ss181359407	ss181359407	Gm03	1288625	1288746	1288686	1288687	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1105	ss181359452	ss181359452	Gm03	2457746	2457867	2457807	2457808	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1106	ss181799861	ss181799861	Gm03	2543137	2543258	2543198	2543199	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1107	ss181360657	ss181360657	Gm03	2907996	2908117	2908057	2908058	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1108	ss181360642	ss181360642	Gm03	3333672	3333793	3333733	3333734	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1109	ss181360636	ss181360636	Gm03	3390391	3390512	3390452	3390453	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1110	ss181361770	ss181361770	Gm03	3889537	3889658	3889598	3889599	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1111	ss181361767	ss181361767	Gm01	44490683	44490801	3970927	3970928	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1112	ss181361769	ss181361769	Gm03	3934845	3934966	3934906	3934907	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1113	ss181361768	ss181361768	Gm03	3944184	3944305	3944245	3944246	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1114	ss181357457	ss181357457	Gm03	4481526	4481647	4481587	4481588	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1115	ss181357455	ss181357455	Gm03	4548602	4548723	4548663	4548664	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1116	ss181353513	ss181353513	Gm03	47715770	47715891	47715831	47715832	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1117	ss181357395	ss181357395	Gm03	5951302	5951423	5951363	5951364	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1118	ss181350808	ss181350808	Gm03	6645403	6645524	6645464	6645465	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1119	ss181350682	ss181350682	Gm03	12829578	12829699	12829639	12829640	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1120	ss181351518	ss181351518	Gm03	20877302	20877423	20877363	20877364	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1121	ss181351513	ss181351513	Gm03	20814560	20814681	20814621	20814622	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1122	ss181351516	ss181351516	Gm03	20825284	20825405	20825345	20825346	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1123	ss181347292	ss181347292	Gm03	19865328	19865449	19865389	19865390	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1124	ss181799906	ss181799906	Gm03	17653648	17653769	17653709	17653710	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1125	ss181347329	ss181347329	Gm03	23913282	23913403	23913343	23913344	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1126	ss181799907	ss181799907	Gm03	27348810	27348931	27348871	27348872	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1127	ss181347351	ss181347351	Gm03	27533514	27533635	27533575	27533576	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1128	ss181799908	ss181799908	Gm03	28776489	28776610	28776550	28776551	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1129	ss181799863	ss181799863	Gm03	29087920	29088041	29087981	29087982	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1130	ss181356910	ss181356910	Gm03	29097435	29097556	29097496	29097497	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1131	ss181356905	ss181356905	Gm03	29376597	29376718	29376658	29376659	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
1132	ss181356847	ss181356847	Gm03	31342602	31342723	31342663	31342664	Glyma1.01	0	SNP from BARC OPA-4	Grant, David
